Date,Adj Close,Close,High,Low,Open,Volume,Company name
18-03-2024,173.09368896484375,173.72000122070312,177.7100067138672,173.52000427246094,175.57000732421875,75604200,Apple
19-03-2024,175.4451904296875,176.0800018310547,176.61000061035156,173.02999877929688,174.33999633789062,55215200,Apple
20-03-2024,178.02581787109375,178.6699981689453,178.6699981689453,175.08999633789062,175.72000122070312,53423100,Apple
21-03-2024,170.7521514892578,171.3699951171875,177.49000549316406,170.83999633789062,177.0500030517578,106181300,Apple
22-03-2024,171.6588592529297,172.27999877929688,173.0500030517578,170.05999755859375,171.75999450683594,71106600,Apple
25-03-2024,170.23403930664062,170.85000610351562,171.94000244140625,169.4499969482422,170.57000732421875,54288300,Apple
26-03-2024,169.0981445,169.7100067138672,171.4199981689453,169.5800018310547,170,57388400,Apple
27-03-2024,172.68515014648438,173.30999755859375,173.60000610351562,170.11000061035156,170.41000366210938,60273300,Apple
28-03-2024,170.86175537109375,171.47999572753906,172.22999572753906,170.50999450683594,171.75,65672700,Apple
01-04-2024,169.4169922,170.02999877929688,171.25,169.47999572753906,171.19000244140625,46240500,Apple
02-04-2024,168.2312774658203,168.83999633789062,169.33999633789062,168.22999572753906,169.0800018310547,49329500,Apple
03-04-2024,169.03834533691406,169.64999389648438,170.67999267578125,168.5800018310547,168.7899932861328,47691700,Apple
04-04-2024,168.21136474609375,168.82000732421875,171.9199981689453,168.82000732421875,170.2899932861328,53704400,Apple
05-04-2024,168.96859741210938,169.5800018310547,170.38999938964844,168.9499969482422,169.58999633789062,42055200,Apple
08-04-2024,167.84268188476562,168.4499969482422,169.1999969482422,168.24000549316406,169.02999877929688,37425500,Apple
09-04-2024,169.0582733154297,169.6699981689453,170.0800018310547,168.35000610351562,168.6999969482422,42451200,Apple
10-04-2024,167.1750946044922,167.77999877929688,169.08999633789062,167.11000061035156,168.8000030517578,49709300,Apple
11-04-2024,174.40892028808594,175.0399932861328,175.4600067138672,168.16000366210938,168.33999633789062,91070300,Apple
12-04-2024,175.91348266601562,176.5500030517578,178.36000061035156,174.2100067138672,174.25999450683594,101593300,Apple
15-04-2024,172.06739807128906,172.69000244140625,176.6300048828125,172.5,175.36000061035156,73531800,Apple
16-04-2024,168.7693328857422,169.3800048828125,173.75999450683594,168.27000427246094,171.75,73711200,Apple
17-04-2024,167.39430236816406,168,170.64999389648438,168,169.61000061035156,50901200,Apple
18-04-2024,166.4377441,167.0399932861328,168.63999938964844,166.5500030517578,168.02999877929688,43122900,Apple
19-04-2024,164.40512084960938,165,166.39999389648438,164.0800018310547,166.2100067138672,67772100,Apple
22-04-2024,165.24208068847656,165.83999633789062,167.25999450683594,164.77000427246094,165.52000427246094,48116400,Apple
23-04-2024,166.2982635498047,166.89999389648438,167.0500030517578,164.9199981689453,165.35000610351562,49537800,Apple
24-04-2024,168.41062927246094,169.02000427246094,169.3000030517578,166.2100067138672,166.5399932861328,48251800,Apple
25-04-2024,169.27749633789062,169.88999938964844,170.61000061035156,168.14999389648438,169.52999877929688,50558300,Apple
26-04-2024,168.6896209716797,169.3000030517578,171.33999633789062,169.17999267578125,169.8800048828125,44838400,Apple
29-04-2024,172.8744659423828,173.5,176.02999877929688,173.10000610351562,173.3699951171875,68169400,Apple
30-04-2024,169.7158966064453,170.3300018310547,174.99000549316406,170,173.3300018310547,65934800,Apple
01-05-2024,168.6896209716797,169.3000030517578,172.7100067138672,169.11000061035156,169.5800018310547,50383100,Apple
02-05-2024,172.4061737060547,173.02999877929688,173.4199981689453,170.88999938964844,172.50999450683594,94214900,Apple
03-05-2024,182.71885681152344,183.3800048828125,187,182.66000366210938,186.64999389648438,163224100,Apple
06-05-2024,181.0548858642578,181.7100067138672,184.1999969482422,180.4199981689453,182.35000610351562,78569700,Apple
07-05-2024,181.7423858642578,182.39999389648438,184.89999389648438,181.32000732421875,183.4499969482422,77305800,Apple
08-05-2024,182.0811767578125,182.74000549316406,183.07000732421875,181.4499969482422,182.85000610351562,45057100,Apple
09-05-2024,183.90457153320312,184.57000732421875,184.66000366210938,182.11000061035156,182.55999755859375,48983000,Apple
10-05-2024,182.63742065429688,183.0500030517578,185.08999633789062,182.1300048828125,184.89999389648438,50759500,Apple
13-05-2024,185.8601531982422,186.27999877929688,187.10000610351562,184.6199951171875,185.44000244140625,72044800,Apple
14-05-2024,187.00755310058594,187.42999267578125,188.3000030517578,186.2899932861328,187.50999450683594,52393600,Apple
15-05-2024,189.2924041748047,189.72000122070312,190.64999389648438,187.3699951171875,187.91000366210938,70400000,Apple
16-05-2024,189.41212463378906,189.83999633789062,191.10000610351562,189.66000366210938,190.47000122070312,52845200,Apple
17-05-2024,189.4420623779297,189.8699951171875,190.80999755859375,189.17999267578125,189.50999450683594,41282900,Apple
20-05-2024,190.6094207763672,191.0399932861328,191.9199981689453,189.00999450683594,189.3300018310547,44361300,Apple
21-05-2024,191.91647338867188,192.35000610351562,192.72999572753906,190.9199981689453,191.08999633789062,42309400,Apple
22-05-2024,190.46974182128906,190.89999389648438,192.82000732421875,190.27000427246094,192.27000427246094,34648500,Apple
23-05-2024,186.45880126953125,186.8800048828125,191,186.6300048828125,190.97999572753906,51005900,Apple
24-05-2024,189.5518035888672,189.97999572753906,190.5800018310547,188.0399932861328,188.82000732421875,36294600,Apple
28-05-2024,189.56179809570312,189.99000549316406,193,189.10000610351562,191.50999450683594,52280100,Apple
29-05-2024,189.86111450195312,190.2899932861328,192.25,189.50999450683594,189.61000061035156,53068000,Apple
30-05-2024,190.85885620117188,191.2899932861328,192.17999267578125,190.6300048828125,190.75999450683594,49947900,Apple
31-05-2024,191.8166961669922,192.25,192.57000732421875,189.91000366210938,191.44000244140625,75158300,Apple
03-06-2024,193.59266662597656,194.02999877929688,194.99000549316406,192.52000427246094,192.89999389648438,50080500,Apple
04-06-2024,193.91195678710938,194.35000610351562,195.32000732421875,193.02999877929688,194.63999938964844,47471400,Apple
05-06-2024,195.42852783203125,195.8699951171875,196.89999389648438,194.8699951171875,195.39999389648438,54156800,Apple
06-06-2024,194.04165649414062,194.47999572753906,196.5,194.1699981689453,195.69000244140625,41181800,Apple
07-06-2024,196.4462432861328,196.88999938964844,196.94000244140625,194.13999938964844,194.64999389648438,53103900,Apple
10-06-2024,192.68472290039062,193.1199951171875,197.3000030517578,192.14999389648438,196.89999389648438,97262100,Apple
11-06-2024,206.6831055,207.14999389648438,207.16000366210938,193.6300048828125,193.64999389648438,172373300,Apple
12-06-2024,212.58978271484375,213.07000732421875,220.1999969482422,206.89999389648438,207.3699951171875,198134300,Apple
13-06-2024,213.75714111328125,214.24000549316406,216.75,211.60000610351562,214.74000549316406,97862700,Apple
14-06-2024,212.01107788085938,212.49000549316406,215.1699981689453,211.3000030517578,213.85000610351562,70122700,Apple
17-06-2024,216.18165588378906,216.6699981689453,218.9499969482422,212.72000122070312,213.3699951171875,93728300,Apple
18-06-2024,213.8070068359375,214.2899932861328,218.6300048828125,213,217.58999633789062,79943300,Apple
20-06-2024,209.20741271972656,209.67999267578125,214.24000549316406,208.85000610351562,213.92999267578125,86172500,Apple
21-06-2024,207.02235412597656,207.49000549316406,211.88999938964844,207.11000061035156,210.38999938964844,246421400,Apple
24-06-2024,207.67086791992188,208.13999938964844,212.6999969482422,206.58999633789062,207.72000122070312,80727000,Apple
25-06-2024,208.59878540039062,209.07000732421875,211.3800048828125,208.61000061035156,209.14999389648438,56713900,Apple
26-06-2024,212.7693634033203,213.25,214.86000061035156,210.63999938964844,211.5,66213200,Apple
27-06-2024,213.61746215820312,214.10000610351562,215.74000549316406,212.35000610351562,214.69000244140625,49772700,Apple
28-06-2024,210.14527893066406,210.6199951171875,216.07000732421875,210.3000030517578,215.77000427246094,82542700,Apple
01-07-2024,216.2614746,216.75,217.50999450683594,211.9199981689453,212.08999633789062,60402900,Apple
02-07-2024,219.77354431152344,220.27000427246094,220.3800048828125,215.10000610351562,216.14999389648438,58046200,Apple
03-07-2024,221.0506591796875,221.5500030517578,221.5500030517578,219.02999877929688,220,37369800,Apple
05-07-2024,225.82984924316406,226.33999633789062,226.4499969482422,221.64999389648438,221.64999389648438,60412400,Apple
08-07-2024,227.30653381347656,227.82000732421875,227.85000610351562,223.25,227.08999633789062,59085900,Apple
09-07-2024,228.16458129882812,228.67999267578125,229.39999389648438,226.3699951171875,227.92999267578125,48076100,Apple
10-07-2024,232.4548797607422,232.97999572753906,233.0800018310547,229.25,229.3000030517578,62627700,Apple
11-07-2024,227.05709838867188,227.57000732421875,232.38999938964844,225.77000427246094,231.38999938964844,64710600,Apple
12-07-2024,230.0203857421875,230.5399932861328,232.63999938964844,228.67999267578125,228.9199981689453,53046500,Apple
15-07-2024,233.87168884277344,234.39999389648438,237.22999572753906,233.08999633789062,236.47999572753906,62631300,Apple
16-07-2024,234.29075622558594,234.82000732421875,236.27000427246094,232.3300018310547,235,43234300,Apple
17-07-2024,228.3641357421875,228.8800048828125,231.4600067138672,226.63999938964844,229.4499969482422,57345900,Apple
18-07-2024,223.67471313476562,224.17999267578125,230.44000244140625,222.27000427246094,230.27999877929688,66034600,Apple
19-07-2024,223.80442810058594,224.30999755859375,226.8000030517578,223.27999877929688,224.82000732421875,49151500,Apple
22-07-2024,223.45523071289062,223.9600067138672,227.77999877929688,223.08999633789062,227.00999450683594,48201800,Apple
23-07-2024,224.5028533935547,225.00999450683594,226.94000244140625,222.67999267578125,224.3699951171875,39960300,Apple
24-07-2024,218.04742431640625,218.5399932861328,224.8000030517578,217.1300048828125,224,61777600,Apple
25-07-2024,216.99981689453125,217.49000549316406,220.85000610351562,214.6199951171875,218.92999267578125,51391200,Apple
26-07-2024,217.46875,217.9600067138672,219.49000549316406,216.00999450683594,218.6999969482422,41601300,Apple
29-07-2024,217.7481231689453,218.24000549316406,219.3000030517578,215.75,216.9600067138672,36311800,Apple
30-07-2024,218.30685424804688,218.8000030517578,220.3300018310547,216.1199951171875,219.19000244140625,41643800,Apple
31-07-2024,221.5794677734375,222.0800018310547,223.82000732421875,220.6300048828125,221.44000244140625,50036300,Apple
01-08-2024,217.8678436279297,218.36000061035156,224.47999572753906,217.02000427246094,224.3699951171875,62501000,Apple
02-08-2024,219.3644561767578,219.86000061035156,225.60000610351562,217.7100067138672,219.14999389648438,105568600,Apple
05-08-2024,208.7983398,209.27000427246094,213.5,196,199.08999633789062,119548600,Apple
06-08-2024,206.76292419433594,207.22999572753906,209.99000549316406,201.07000732421875,205.3000030517578,69660500,Apple
07-08-2024,209.34710693359375,209.82000732421875,213.63999938964844,206.38999938964844,206.89999389648438,63516400,Apple
08-08-2024,212.8292236328125,213.30999755859375,214.1999969482422,208.8300018310547,213.11000061035156,47161100,Apple
09-08-2024,215.7526397705078,216.24000549316406,216.77999877929688,211.97000122070312,212.10000610351562,42201600,Apple
12-08-2024,217.2909393310547,217.52999877929688,219.50999450683594,215.60000610351562,216.07000732421875,38028100,Apple
13-08-2024,221.02682495117188,221.27000427246094,221.88999938964844,219.00999450683594,219.00999450683594,44155300,Apple
14-08-2024,221.47633361816406,221.72000122070312,223.02999877929688,219.6999969482422,220.57000732421875,41960600,Apple
15-08-2024,224.47303771972656,224.72000122070312,225.35000610351562,222.75999450683594,224.60000610351562,46414000,Apple
16-08-2024,225.80157470703125,226.0500030517578,226.8300018310547,223.64999389648438,223.9199981689453,44340200,Apple
19-08-2024,225.64175415039062,225.88999938964844,225.99000549316406,223.0399932861328,225.72000122070312,40687800,Apple
20-08-2024,226.2610626220703,226.50999450683594,227.1699981689453,225.4499969482422,225.77000427246094,30299000,Apple
21-08-2024,226.15118408203125,226.39999389648438,227.97999572753906,225.0500030517578,226.52000427246094,34765500,Apple
22-08-2024,224.2832489013672,224.52999877929688,228.33999633789062,223.89999389648438,227.7899932861328,43695300,Apple
23-08-2024,226.5906982421875,226.83999633789062,228.22000122070312,224.3300018310547,225.66000366210938,38677300,Apple
26-08-2024,226.93032836914062,227.17999267578125,227.27999877929688,223.88999938964844,226.75999450683594,30602200,Apple
27-08-2024,227.77938842773438,228.02999877929688,228.85000610351562,224.88999938964844,226,35934600,Apple
28-08-2024,226.2410888671875,226.49000549316406,229.86000061035156,225.67999267578125,227.9199981689453,38052200,Apple
29-08-2024,229.53746032714844,229.7899932861328,232.9199981689453,228.8800048828125,230.10000610351562,51906300,Apple
30-08-2024,228.7483367919922,229,230.39999389648438,227.47999572753906,230.19000244140625,52990800,Apple
03-09-2024,222.52517700195312,222.77000427246094,229,221.1699981689453,228.5500030517578,50190600,Apple
04-09-2024,220.6072998046875,220.85000610351562,221.77999877929688,217.47999572753906,221.66000366210938,43840200,Apple
05-09-2024,222.13560485839844,222.3800048828125,225.47999572753906,221.52000427246094,221.6300048828125,36615400,Apple
06-09-2024,220.57733154296875,220.82000732421875,225.24000549316406,219.77000427246094,223.9499969482422,48423000,Apple
09-09-2024,220.66722106933594,220.91000366210938,221.27000427246094,216.7100067138672,220.82000732421875,67180000,Apple
10-09-2024,219.86810302734375,220.11000061035156,221.47999572753906,216.72999572753906,218.9199981689453,51591000,Apple
11-09-2024,222.41529846191406,222.66000366210938,223.08999633789062,217.88999938964844,221.4600067138672,44587100,Apple
12-09-2024,222.52517700195312,222.77000427246094,223.5500030517578,219.82000732421875,222.5,37498200,Apple
13-09-2024,222.25547790527344,222.5,224.0399932861328,221.91000366210938,223.5800018310547,36766600,Apple
16-09-2024,216.0822754,216.32000732421875,217.22000122070312,213.9199981689453,216.5399932861328,59357400,Apple
17-09-2024,216.55174255371094,216.7899932861328,216.89999389648438,214.5,215.75,45519300,Apple
18-09-2024,220.4474639892578,220.69000244140625,222.7100067138672,217.5399932861328,217.5500030517578,59894900,Apple
19-09-2024,228.61846923828125,228.8699951171875,229.82000732421875,224.6300048828125,224.99000549316406,66781300,Apple
20-09-2024,227.94920349121094,228.1999969482422,233.08999633789062,227.6199951171875,229.97000122070312,318679900,Apple
23-09-2024,226.2211151123047,226.47000122070312,229.4499969482422,225.80999755859375,227.33999633789062,54146000,Apple
24-09-2024,227.1201172,227.3699951171875,229.35000610351562,225.72999572753906,228.64999389648438,43556100,Apple
25-09-2024,226.1212158203125,226.3699951171875,227.2899932861328,224.02000427246094,224.92999267578125,42308700,Apple
26-09-2024,227.26995849609375,227.52000427246094,228.5,225.41000366210938,227.3000030517578,36636700,Apple
27-09-2024,227.53965759277344,227.7899932861328,229.52000427246094,227.3000030517578,228.4600067138672,34026000,Apple
30-09-2024,232.7439422607422,233,233,229.64999389648438,230.0399932861328,54541900,Apple
01-10-2024,225.96141052246094,226.2100067138672,229.64999389648438,223.74000549316406,229.52000427246094,63285000,Apple
02-10-2024,226.53077697753906,226.77999877929688,227.3699951171875,223.02000427246094,225.88999938964844,32880600,Apple
03-10-2024,225.42198181152344,225.6699981689453,226.80999755859375,223.32000732421875,225.13999938964844,34044200,Apple
04-10-2024,226.55075073242188,226.8000030517578,228,224.1300048828125,227.89999389648438,37245100,Apple
07-10-2024,221.4463653564453,221.69000244140625,225.69000244140625,221.3300018310547,224.5,39505400,Apple
08-10-2024,225.52188110351562,225.77000427246094,225.97999572753906,223.25,224.3000030517578,31855700,Apple
09-10-2024,229.28773498535156,229.5399932861328,229.75,224.8300018310547,225.22999572753906,33591100,Apple
10-10-2024,228.7882843017578,229.0399932861328,229.5,227.1699981689453,227.77999877929688,28183500,Apple
11-10-2024,227.2999267578125,227.5500030517578,229.41000366210938,227.33999633789062,229.3000030517578,31759200,Apple
14-10-2024,231.04580688476562,231.3000030517578,231.72999572753906,228.60000610351562,228.6999969482422,39882100,Apple
15-10-2024,233.59300231933594,233.85000610351562,237.49000549316406,232.3699951171875,233.61000061035156,64751400,Apple
16-10-2024,231.5252685546875,231.77999877929688,232.1199951171875,229.83999633789062,231.60000610351562,34082200,Apple
17-10-2024,231.89486694335938,232.14999389648438,233.85000610351562,230.52000427246094,233.42999267578125,32993800,Apple
18-10-2024,234.74172973632812,235,236.17999267578125,234.00999450683594,236.17999267578125,46431500,Apple
21-10-2024,236.22010803222656,236.47999572753906,236.85000610351562,234.4499969482422,234.4499969482422,36254500,Apple
22-10-2024,235.60079956054688,235.86000061035156,236.22000122070312,232.60000610351562,233.88999938964844,38846600,Apple
23-10-2024,230.5063934326172,230.75999450683594,235.13999938964844,227.75999450683594,234.0800018310547,52287000,Apple
24-10-2024,230.31661987304688,230.57000732421875,230.82000732421875,228.41000366210938,229.97999572753906,31109500,Apple
25-10-2024,231.1556854248047,231.41000366210938,233.22000122070312,229.57000732421875,229.74000549316406,38802300,Apple
28-10-2024,233.14349365234375,233.39999389648438,234.72999572753906,232.5500030517578,233.32000732421875,36087100,Apple
29-10-2024,233.41319274902344,233.6699981689453,234.3300018310547,232.32000732421875,233.10000610351562,35417200,Apple
30-10-2024,229.8471221923828,230.10000610351562,233.47000122070312,229.5500030517578,232.61000061035156,47070900,Apple
31-10-2024,225.66172790527344,225.91000366210938,229.8300018310547,225.3699951171875,229.33999633789062,64370100,Apple
01-11-2024,222.66502380371094,222.91000366210938,225.35000610351562,220.27000427246094,220.97000122070312,65276700,Apple
04-11-2024,221.76600646972656,222.00999450683594,222.7899932861328,219.7100067138672,220.99000549316406,44944500,Apple
05-11-2024,223.2044219970703,223.4499969482422,223.9499969482422,221.13999938964844,221.8000030517578,28111300,Apple
06-11-2024,222.47523498535156,222.72000122070312,226.07000732421875,221.19000244140625,222.61000061035156,54561100,Apple
07-11-2024,227.22999572753906,227.47999572753906,227.8800048828125,224.57000732421875,224.6300048828125,42137700,Apple
08-11-2024,226.9600067138672,226.9600067138672,228.66000366210938,226.41000366210938,227.1699981689453,38328800,Apple
11-11-2024,224.22999572753906,224.22999572753906,225.6999969482422,221.5,225,42005600,Apple
12-11-2024,224.22999572753906,224.22999572753906,225.58999633789062,223.36000061035156,224.5500030517578,40398300,Apple
13-11-2024,225.1199951171875,225.1199951171875,226.64999389648438,222.75999450683594,224.00999450683594,48566200,Apple
14-11-2024,228.22000122070312,228.22000122070312,228.8699951171875,225,225.02000427246094,44923900,Apple
15-11-2024,225,225,226.9199981689453,224.27000427246094,226.39999389648438,47923700,Apple
18-11-2024,228.02000427246094,228.02000427246094,229.74000549316406,225.1699981689453,225.25,44686000,Apple
19-11-2024,228.27999877929688,228.27999877929688,230.16000366210938,226.66000366210938,226.97999572753906,36211800,Apple
20-11-2024,229,229,229.92999267578125,225.88999938964844,228.05999755859375,35169600,Apple
21-11-2024,228.52000427246094,228.52000427246094,230.16000366210938,225.7100067138672,228.8800048828125,42108300,Apple
22-11-2024,229.8699951171875,229.8699951171875,230.72000122070312,228.05999755859375,228.05999755859375,38168300,Apple
25-11-2024,232.8699951171875,232.8699951171875,233.25,229.74000549316406,231.4600067138672,90152800,Apple
26-11-2024,235.05999755859375,235.05999755859375,235.57000732421875,233.3300018310547,233.3300018310547,45986200,Apple
27-11-2024,234.92999267578125,234.92999267578125,235.69000244140625,233.80999755859375,234.47000122070312,33498400,Apple
29-11-2024,237.3300018310547,237.3300018310547,237.80999755859375,233.97000122070312,234.80999755859375,28481400,Apple
02-12-2024,239.58999633789062,239.58999633789062,240.7899932861328,237.16000366210938,237.27000427246094,48137100,Apple
03-12-2024,242.64999389648438,242.64999389648438,242.75999450683594,238.89999389648438,239.80999755859375,38861000,Apple
04-12-2024,243.00999450683594,243.00999450683594,244.11000061035156,241.25,242.8699951171875,44383900,Apple
05-12-2024,243.0399932861328,243.0399932861328,244.5399932861328,242.1300048828125,243.99000549316406,40033900,Apple
06-12-2024,242.83999633789062,242.83999633789062,244.6300048828125,242.0800018310547,242.91000366210938,36870600,Apple
09-12-2024,246.75,246.75,247.24000549316406,241.75,241.8300018310547,44649200,Apple
10-12-2024,247.77000427246094,247.77000427246094,248.2100067138672,245.33999633789062,246.88999938964844,36914800,Apple
11-12-2024,246.49000549316406,246.49000549316406,250.8000030517578,246.25999450683594,247.9600067138672,45205800,Apple
12-12-2024,247.9600067138672,247.9600067138672,248.74000549316406,245.67999267578125,246.88999938964844,32777500,Apple
13-12-2024,248.1300048828125,248.1300048828125,249.2899932861328,246.24000549316406,247.82000732421875,33155300,Apple
16-12-2024,251.0399932861328,251.0399932861328,251.3800048828125,247.64999389648438,247.99000549316406,51694800,Apple
17-12-2024,253.47999572753906,253.47999572753906,253.8300018310547,249.77999877929688,250.0800018310547,51356400,Apple
18-12-2024,248.0500030517578,248.0500030517578,254.27999877929688,247.74000549316406,252.16000366210938,56774100,Apple
19-12-2024,249.7899932861328,249.7899932861328,252,247.08999633789062,247.5,60882300,Apple
20-12-2024,254.49000549316406,254.49000549316406,255,245.69000244140625,248.0399932861328,147495300,Apple
23-12-2024,255.27000427246094,255.27000427246094,255.64999389648438,253.4499969482422,254.77000427246094,40858800,Apple
24-12-2024,258.20001220703125,258.20001220703125,258.2099914550781,255.2899932861328,255.49000549316406,23234700,Apple
26-12-2024,259.0199890136719,259.0199890136719,260.1000061035156,257.6300048828125,258.19000244140625,27237100,Apple
27-12-2024,255.58999633789062,255.58999633789062,258.70001220703125,253.05999755859375,257.8299865722656,42355300,Apple
30-12-2024,252.1999969482422,252.1999969482422,253.5,250.75,252.22999572753906,35557500,Apple
31-12-2024,250.4199981689453,250.4199981689453,253.27999877929688,249.42999267578125,252.44000244140625,39480700,Apple
