Date,Company name,Open,High,Low,Close,Adj Close,Volume
05-03-2024,Microsoft,413.9599914550781,414.25,400.6400146484375,402.6499938964844,401.2019043,26919200
06-03-2024,Microsoft,402.9700012207031,405.1600036621094,398.3900146484375,402.0899963378906,400.6439208984375,22344100
07-03-2024,Microsoft,406.1199951171875,409.7799987792969,402.2399902,409.1400146484375,407.6685791015625,18718500
08-03-2024,Microsoft,407.9599914550781,410.4200134277344,404.3299865722656,406.2200012207031,404.7590637207031,17971700
11-03-2024,Microsoft,403.7600098,405.67999267578125,401.2600098,404.5199890136719,403.0651550292969,16120800
12-03-2024,Microsoft,407.6199951171875,415.57000732421875,406.7900085449219,415.2799987792969,413.7864685058594,22457000
13-03-2024,Microsoft,418.1000061035156,418.17999267578125,411.45001220703125,415.1000061035156,413.6071472167969,17115900
14-03-2024,Microsoft,420.2399902,427.82000732421875,417.9899902,425.2200012207031,423.69073486328125,34157300
15-03-2024,Microsoft,419.2900085449219,422.6000061035156,412.7900085449219,416.4200134277344,414.9223937988281,45049800
18-03-2024,Microsoft,414.25,420.7300109863281,413.7799987792969,417.32000732421875,415.81915283203125,20106000
19-03-2024,Microsoft,417.8299865722656,421.6700134277344,415.54998779296875,421.4100036621094,419.8944396972656,19837900
20-03-2024,Microsoft,422,425.9599914550781,420.6600036621094,425.2300109863281,423.7007141113281,17860100
21-03-2024,Microsoft,429.8299865722656,430.82000732421875,427.1600036621094,429.3699951171875,427.8258056640625,21296200
22-03-2024,Microsoft,429.70001220703125,429.8599853515625,426.07000732421875,428.7399902,427.1980895996094,17636500
25-03-2024,Microsoft,425.2399902,427.4100036621094,421.6099853515625,422.8599853515625,421.3392028808594,18060500
26-03-2024,Microsoft,425.6099853515625,425.9899902,421.3500061035156,421.6499938964844,420.1335754394531,16725600
27-03-2024,Microsoft,424.44000244140625,424.45001220703125,419.0100098,421.42999267578125,419.91436767578125,16705000
28-03-2024,Microsoft,420.9599914550781,421.8699951171875,419.1199951171875,420.7200012207031,419.2069091796875,21871200
01-04-2024,Microsoft,423.95001220703125,427.8900146484375,422.2200012207031,424.57000732421875,423.0430603027344,16316000
02-04-2024,Microsoft,420.1099853515625,422.3800048828125,417.8399963378906,421.44000244140625,419.9243469238281,17912000
03-04-2024,Microsoft,419.7300109863281,423.2600098,419.0899963378906,420.45001220703125,418.9378967285156,16502300
04-04-2024,Microsoft,424.9899902,428.6700134277344,417.57000732421875,417.8800048828125,416.37713623046875,19370900
05-04-2024,Microsoft,420.0100098,426.5100098,418.32000732421875,425.5199890136719,423.9896240234375,16544300
08-04-2024,Microsoft,425.1700134277344,427.2799987792969,423.29998779296875,424.5899963378906,423.0629883,14272400
09-04-2024,Microsoft,426.44000244140625,427.7399902,421.6199951171875,426.2799987792969,424.7469482421875,12512300
10-04-2024,Microsoft,422.19000244140625,424.0299987792969,419.70001220703125,423.2600098,421.737793,16216600
11-04-2024,Microsoft,425.82000732421875,429.3699951171875,422.3599853515625,427.92999267578125,426.3909606933594,17966400
12-04-2024,Microsoft,424.04998779296875,425.17999267578125,419.7699890136719,421.8999938964844,420.3826904296875,19232100
15-04-2024,Microsoft,426.6000061035156,426.82000732421875,413.42999267578125,413.6400146484375,412.15240478515625,20273500
16-04-2024,Microsoft,414.57000732421875,418.3999938964844,413.7300109863281,414.5799865722656,413.0889892578125,16765600
17-04-2024,Microsoft,417.25,418.8800048828125,410.3299865722656,411.8399963378906,410.3588562011719,15855500
18-04-2024,Microsoft,410.6300048828125,411.8900146484375,403.95001220703125,404.2699890136719,402.8160705566406,21029900
19-04-2024,Microsoft,404.0299987792969,405.4800109863281,397.7699890136719,399.1199951171875,397.6846008300781,30276500
22-04-2024,Microsoft,400.0799865722656,402.8500061035156,395.75,400.9599914550781,399.5179748535156,20286900
23-04-2024,Microsoft,404.2399902,408.20001220703125,403.05999755859375,407.57000732421875,406.1042175292969,15734500
24-04-2024,Microsoft,409.55999755859375,412.4700012207031,406.7799987792969,409.05999755859375,407.5888672,15065300
25-04-2024,Microsoft,394.0299987792969,399.8900146484375,388.0299987792969,399.0400085449219,397.60491943359375,40586500
26-04-2024,Microsoft,412.1700134277344,413,405.7600098,406.32000732421875,404.85870361328125,29694700
29-04-2024,Microsoft,405.25,406.32000732421875,399.19000244140625,402.25,400.8033447265625,19582100
30-04-2024,Microsoft,401.4899902,402.1600036621094,389.1700134277344,389.3299865722656,387.9298095703125,28781400
01-05-2024,Microsoft,392.6099853515625,401.7200012207031,390.30999755859375,394.94000244140625,393.5196228027344,23562500
02-05-2024,Microsoft,397.6600036621094,399.92999267578125,394.6499938964844,397.8399963378906,396.4091797,17709400
03-05-2024,Microsoft,402.2799987792969,407.1499938964844,401.8599853515625,406.6600036621094,405.1974792480469,17446700
06-05-2024,Microsoft,408.7600098,413.92999267578125,406.3699951171875,413.5400085449219,412.0527648925781,16996600
07-05-2024,Microsoft,414.6600036621094,414.6700134277344,409.0899963378906,409.3399963378906,407.8678283691406,20018200
08-05-2024,Microsoft,408.1700134277344,412.2300109863281,406.7099914550781,410.5400085449219,409.0635681152344,11792300
09-05-2024,Microsoft,410.57000732421875,412.7200012207031,409.1000061035156,412.32000732421875,410.8371582,14689700
10-05-2024,Microsoft,412.94000244140625,415.3800048828125,411.79998779296875,414.7399902,413.2484130859375,13402300
13-05-2024,Microsoft,418.0100098,418.3500061035156,410.82000732421875,413.7200012207031,412.2320861816406,15440200
14-05-2024,Microsoft,412.0199890136719,417.4899902,411.54998779296875,416.55999755859375,415.0618896484375,15109300
15-05-2024,Microsoft,417.8999938964844,423.80999755859375,417.2699890136719,423.0799865722656,422.31878662109375,22239500
16-05-2024,Microsoft,421.79998779296875,425.4200134277344,420.3500061035156,420.9899902,420.2325744628906,17530100
17-05-2024,Microsoft,422.5400085449219,422.9200134277344,418.0299987792969,420.2099914550781,419.4539489746094,15352200
20-05-2024,Microsoft,420.2099914550781,426.7699890136719,419.9899902,425.3399963378906,424.5747375488281,16272100
21-05-2024,Microsoft,426.8299865722656,432.9700012207031,424.8500061035156,429.0400085449219,428.2680969238281,21453300
22-05-2024,Microsoft,430.0899963378906,432.4100036621094,427.1300048828125,430.5199890136719,429.74542236328125,18073700
23-05-2024,Microsoft,432.9700012207031,433.6000061035156,425.4200134277344,427,426.23175048828125,17211700
24-05-2024,Microsoft,427.19000244140625,431.05999755859375,424.4100036621094,430.1600036621094,429.3860778808594,11845800
28-05-2024,Microsoft,429.6300048828125,430.82000732421875,426.6000061035156,430.32000732421875,429.5457763671875,15718000
29-05-2024,Microsoft,425.69000244140625,430.94000244140625,425.69000244140625,429.1700134277344,428.3978576660156,15517100
30-05-2024,Microsoft,424.29998779296875,424.29998779296875,414.2399902,414.6700134277344,413.9239501953125,28424800
31-05-2024,Microsoft,416.75,416.75,404.5100098,415.1300048828125,414.38311767578125,47995300
03-06-2024,Microsoft,415.5299987792969,416.42999267578125,408.9200134277344,413.5199890136719,412.7760009765625,17484700
04-06-2024,Microsoft,412.42999267578125,416.44000244140625,409.67999267578125,416.07000732421875,415.3214416503906,14348900
05-06-2024,Microsoft,417.80999755859375,424.0799865722656,416.29998779296875,424.0100098,423.24713134765625,16988000
06-06-2024,Microsoft,424.0100098,425.30999755859375,420.5799865722656,424.5199890136719,423.7561950683594,14861300
07-06-2024,Microsoft,426.20001220703125,426.2799987792969,423,423.8500061035156,423.0874328613281,13621700
10-06-2024,Microsoft,424.70001220703125,428.0799865722656,423.8900146484375,427.8699951171875,427.1001892089844,14003000
11-06-2024,Microsoft,425.4800109863281,432.82000732421875,425.25,432.67999267578125,431.9015197753906,14551100
12-06-2024,Microsoft,435.32000732421875,443.3999938964844,433.25,441.05999755859375,440.2664489746094,22366200
13-06-2024,Microsoft,440.8500061035156,443.3900146484375,439.3699951171875,441.5799865722656,440.7855224609375,15960600
14-06-2024,Microsoft,438.2799987792969,443.1400146484375,436.7200012207031,442.57000732421875,441.77374267578125,13582000
17-06-2024,Microsoft,442.5899963378906,450.94000244140625,440.7200012207031,448.3699951171875,447.56329345703125,20790000
18-06-2024,Microsoft,449.7099914550781,450.1400146484375,444.8900146484375,446.3399963378906,445.5369567871094,17112500
20-06-2024,Microsoft,446.29998779296875,446.5299987792969,441.2699890136719,445.70001220703125,444.89813232421875,19877400
21-06-2024,Microsoft,447.3800048828125,450.5799865722656,446.5100098,449.7799987792969,448.97076416015625,34486200
24-06-2024,Microsoft,449.79998779296875,452.75,446.4100036621094,447.6700134277344,446.8645935058594,15913700
25-06-2024,Microsoft,448.25,451.4200134277344,446.75,450.95001220703125,450.1386719,16747500
26-06-2024,Microsoft,449,453.6000061035156,448.19000244140625,452.1600036621094,451.34649658203125,16507000
27-06-2024,Microsoft,452.17999267578125,456.1700134277344,451.7699890136719,452.8500061035156,452.0352478027344,14806300
28-06-2024,Microsoft,453.07000732421875,455.3800048828125,446.4100036621094,446.95001220703125,446.1458740234375,28362300
01-07-2024,Microsoft,448.6600036621094,457.3699951171875,445.6600036621094,456.7300109863281,455.90826416015625,17662800
02-07-2024,Microsoft,453.20001220703125,459.5899963378906,453.1099853515625,459.2799987792969,458.45367431640625,13979800
03-07-2024,Microsoft,458.19000244140625,461.0199890136719,457.8800048828125,460.7699890136719,459.94097900390625,9932800
05-07-2024,Microsoft,459.6099853515625,468.3500061035156,458.9700012207031,467.55999755859375,466.7187805175781,16000300
08-07-2024,Microsoft,466.54998779296875,467.70001220703125,464.4599914550781,466.2399902,465.4011535644531,12962300
09-07-2024,Microsoft,467,467.3299865722656,458,459.5400085449219,458.7132263183594,17207200
10-07-2024,Microsoft,461.2200012207031,466.4599914550781,458.8599853515625,466.25,465.4111328,18196100
11-07-2024,Microsoft,462.9800109863281,464.7799987792969,451.54998779296875,454.70001220703125,453.8819274902344,23111200
12-07-2024,Microsoft,454.3299865722656,456.3599853515625,450.6499938964844,453.54998779296875,452.7339782714844,16324300
15-07-2024,Microsoft,453.29998779296875,457.2600098,451.42999267578125,453.9599914550781,453.14324951171875,14429400
16-07-2024,Microsoft,454.2200012207031,454.29998779296875,446.6600036621094,449.5199890136719,448.71124267578125,17175700
17-07-2024,Microsoft,442.5899963378906,444.8500061035156,439.17999267578125,443.5199890136719,442.7220153808594,21778000
18-07-2024,Microsoft,444.3399963378906,444.6499938964844,434.3999938964844,440.3699951171875,439.57769775390625,20794800
19-07-2024,Microsoft,433.1000061035156,441.1400146484375,432,437.1099853515625,436.32354736328125,20940400
22-07-2024,Microsoft,441.7900085449219,444.6000061035156,438.9100036621094,442.94000244140625,442.1430664,15808800
23-07-2024,Microsoft,443.8999938964844,448.3900146484375,443.1000061035156,444.8500061035156,444.0496520996094,13107100
24-07-2024,Microsoft,440.45001220703125,441.4800109863281,427.5899963378906,428.8999938964844,428.1283264160156,26805800
25-07-2024,Microsoft,428.79998779296875,429.79998779296875,417.5100098,418.3999938964844,417.6472168,29943800
26-07-2024,Microsoft,418.20001220703125,428.9200134277344,417.2699890136719,425.2699890136719,424.5048522949219,23583800
29-07-2024,Microsoft,431.5799865722656,432.1499938964844,424.70001220703125,426.7300109863281,425.9622497558594,15125800
30-07-2024,Microsoft,427.7200012207031,429.04998779296875,417.3599853515625,422.9200134277344,422.15911865234375,32687600
31-07-2024,Microsoft,420.5,421.7799987792969,412.2099914550781,418.3500061035156,417.5973205566406,42891400
01-08-2024,Microsoft,420.7900085449219,427.4599914550781,413.0899963378906,417.1099853515625,416.3595275878906,30296400
02-08-2024,Microsoft,412.4899902,415,404.3399963378906,408.4899902,407.7550354003906,29437900
05-08-2024,Microsoft,389.1700134277344,401.0400085449219,385.5799865722656,395.1499938964844,394.4390563964844,40709200
06-08-2024,Microsoft,400,405.6700134277344,398.5,399.6099853515625,398.8910217285156,24946500
07-08-2024,Microsoft,408.6400146484375,410.0799865722656,397.4700012207031,398.42999267578125,397.7131652832031,20650900
08-08-2024,Microsoft,402.44000244140625,405.8599853515625,399.94000244140625,402.69000244140625,401.9654846191406,20203000
09-08-2024,Microsoft,404.0299987792969,408.04998779296875,402.2600098,406.0199890136719,405.28948974609375,19276700
12-08-2024,Microsoft,407.05999755859375,408.7600098,404.2399902,406.80999755859375,406.07806396484375,16762900
13-08-2024,Microsoft,409.5899963378906,414.95001220703125,409.57000732421875,414.0100098,413.2651367,19414300
14-08-2024,Microsoft,414.79998779296875,417.7200012207031,412.45001220703125,416.8599853515625,416.1099853515625,18267000
15-08-2024,Microsoft,419.79998779296875,421.1099853515625,417.6600036621094,421.0299987792969,421.0299987792969,20752100
16-08-2024,Microsoft,420.6000061035156,421.3399963378906,417.29998779296875,418.4700012207031,418.4700012207031,22775600
19-08-2024,Microsoft,418.9599914550781,421.75,416.4599914550781,421.5299987792969,421.5299987792969,15234000
20-08-2024,Microsoft,421.70001220703125,425.8599853515625,421.6400146484375,424.79998779296875,424.79998779296875,16387600
21-08-2024,Microsoft,424.0799865722656,426.3999938964844,421.7200012207031,424.1400146484375,424.1400146484375,16067300
22-08-2024,Microsoft,424.3599853515625,426.7900085449219,414.6099853515625,415.54998779296875,415.54998779296875,19361900
23-08-2024,Microsoft,416.9800109863281,419.2600098,412.0899963378906,416.7900085449219,416.7900085449219,18493800
26-08-2024,Microsoft,416.3699951171875,417.2799987792969,411.3399963378906,413.4899902,413.4899902,13152800
27-08-2024,Microsoft,412.8599853515625,414.3599853515625,410.25,413.8399963378906,413.8399963378906,13492900
28-08-2024,Microsoft,414.8800048828125,415,407.30999755859375,410.6000061035156,410.6000061035156,14882700
29-08-2024,Microsoft,414.94000244140625,422.04998779296875,410.6000061035156,413.1199951171875,413.1199951171875,17030800
